"HighVeg","LowVeg","Other","SiteID","MajorityClass3"
0,98.1720964934096,1.8279035065904,"s2lam001_230713","LowVeg"
0,99.8756373585375,0.124362641462505,"s2lam001_230725","LowVeg"
0,99.2405378486056,0.759462151394422,"s2lam001_230802","LowVeg"
28.6716730272067,70.2696048258033,1.05872214699003,"s2lam001_230809","LowVeg"
0,95.9706504166148,4.02934958338515,"s2lam001_230815","LowVeg"
0,100,0,"s2lam001_231001","LowVeg"
0.297582145071296,60.3719776813391,39.3304401735896,"s2lam001_231013","LowVeg"
0.0495233378729726,83.3973009780859,16.5531756840411,"s2lam001_231025","LowVeg"
0.0619271736437949,70.9809264305177,28.9571463958385,"s2lam001_231107","LowVeg"
57.4885788368934,36.3625138906038,6.14890727250278,"s2lam001_231117","HighVeg"
0.182637282357239,79.3619870936321,20.4553756240107,"s2lam002_230807","LowVeg"
2.97384007897335,96.6189536031589,0.40720631786772,"s2lam002_231011","LowVeg"
39.7755303404045,58.3867784903799,1.83769116921559,"s2lam002_231103","LowVeg"
1.09578921447919,94.4964294508742,4.40778133464664,"s2lam002_231115","LowVeg"
6.89401373895976,79.4283611383709,13.6776251226693,"s2lam002_231127","LowVeg"
0.0121773015099854,97.3088163662932,2.67900633219679,"s2lam003_230705","LowVeg"
31.8495684340321,67.4722564734895,0.678175092478422,"s2lam003_230710","LowVeg"
16.4292730844794,79.4327111984283,4.13801571709234,"s2lam003_230807","LowVeg"
6.46153846153846,86.1661538461538,7.37230769230769,"s2lam003_230823","LowVeg"
0.171969045571797,96.7940056504115,3.03402530401671,"s2lam003_231011","LowVeg"
31.0182896688087,66.1641127039051,2.81759762728621,"s2lam003_231103","LowVeg"
0.196777764112655,96.2981183126307,3.50510392325667,"s2lam003_231115","LowVeg"
0.308908933646361,52.3538860743853,47.3372049919684,"s2lam003_231127","LowVeg"
66.7780665924001,29.8923134051244,3.32962000247555,"s2lam005_230725","HighVeg"
17.6973602676912,82.3026397323088,0,"s2lam005_231113","LowVeg"
2.82728948985864,93.1899200983405,3.98279041180086,"s2lam006_230705","LowVeg"
0.159960625076904,89.0488495139658,10.7911898609573,"s2lam006_230710","LowVeg"
15.1856845201618,78.0978061036892,6.71650937614904,"s2lam006_230808","LowVeg"
13.031685365553,84.8107508322032,2.15756380224387,"s2lam006_231011","LowVeg"
52.9019510990368,44.7517905655717,2.34625833539145,"s2lam006_231103","HighVeg"
1.22297714638666,96.9734403953057,1.8035824583076,"s2lam006_231115","LowVeg"
5.3925165077036,36.2558082660797,58.3516752262167,"s2lam006_231127","Other"
13.3292383292383,84.029484029484,2.64127764127764,"s2lam010_230807","LowVeg"
0.0122835032551284,99.9631494902346,0.0245670065102567,"s2lam010_231011","LowVeg"
25.6800197823937,72.5024727992087,1.81750741839763,"s2lam010_231103","LowVeg"
0.13695219123506,99.7758964143426,0.0871513944223108,"s2lam010_231115","LowVeg"
14.0561756408684,81.7490494296578,4.19477492947381,"s2lam010_231127","LowVeg"
0.01215953307393,57.8307392996109,42.1571011673152,"s2lam015_230705","LowVeg"
0.0491340130205134,99.9140154772141,0.0368505097653851,"s2lam015_230710","LowVeg"
6.16446800641105,93.6629268894094,0.172605104179509,"s2lam015_230907","LowVeg"
6.21838371375694,93.670573719926,0.111042566317088,"s2lam015_231018","LowVeg"
4.65087589439921,85.2825067850975,10.0666173205033,"s2lam015_231107","LowVeg"
99.889121596649,0.110878403350992,0,"s2lam015_231118","HighVeg"
0.0611172228333944,90.331255347757,9.60762742940961,"s2lam015_231128","LowVeg"
81.4567901234568,8.76543209876543,9.77777777777778,"s2lam016_230703","HighVeg"
17.9310344827586,39.5689655172414,42.5,"s2lam016_230711","Other"
28.4862784055631,53.8432882155718,17.670433378865,"s2lam016_230718","LowVeg"
99.6270975761342,0.124300807955252,0.248601615910503,"s2lam016_230725","HighVeg"
99.9753451676529,0.02465483234714,0,"s2lam016_230804","HighVeg"
100,0,0,"s2lam016_230811","HighVeg"
73.5374318294497,10.8577094695092,15.6048587010412,"s2lam016_230818","HighVeg"
70.9617296222664,26.6650099403579,2.37326043737575,"s2lam016_230829","HighVeg"
64.7321428571429,25.8928571428571,9.375,"s2lam016_231011","HighVeg"
54.35960591133,19.1748768472906,26.4655172413793,"s2lam016_231020","HighVeg"
28.0351833498513,59.4276511397423,12.5371655104063,"s2lam016_231027","LowVeg"
99.9875899726979,0,0.0124100273020601,"s2lam016_231103","HighVeg"
94.4902226048457,0.282868035911942,5.22690935924241,"s2lam016_231110","HighVeg"
95.1324707332101,1.20764017252002,3.65988909426987,"s2lam016_231117","HighVeg"
68.6189353517806,17.2229805186748,14.1580841295446,"s2lam016_231125","HighVeg"
72.9202880556245,3.92351626520983,23.1561956791656,"s2lam017_230622","HighVeg"
2.75726243229936,96.848842934515,0.393894633185623,"s2lam017_230710","LowVeg"
0.0368731563421829,88.298918387414,11.6642084562439,"s2lam017_230807","LowVeg"
7.85837651122625,76.7702936096719,15.3713298791019,"s2lam017_230823","LowVeg"
10.7896985231295,68.5463200292933,20.6639814475772,"s2lam017_231027","LowVeg"
7.68853464132434,77.0570202329859,15.2544451256898,"s2lam017_231108","LowVeg"
85.0703877500617,10.8051370708817,4.12447517905656,"s2lam017_231118","HighVeg"
0.0613647520864016,89.0648011782032,10.8738340697104,"s2lam017_231128","LowVeg"
0,1.33499688084841,98.6650031191516,"s2lam017_231208","Other"
35.9955285057757,63.1971183703888,0.807353123835548,"s2lam020_230712","LowVeg"
0.371287128712871,87.4009900990099,12.2277227722772,"s2lam020_230727","LowVeg"
23.1216015818092,76.2852199703411,0.593178447849728,"s2lam020_230810","LowVeg"
12.4528301886792,80.4625684723068,7.084601339014,"s2lam020_231010","LowVeg"
0.612294881214793,99.1672789615479,0.220426157237326,"s2lam020_231028","LowVeg"
10.3655544651619,57.0657507360157,32.5686947988224,"s2lam020_231117","LowVeg"
1.51627218934911,66.4077909270217,32.0759368836292,"s2lam020_231125","LowVeg"
94.8743468524509,2.10251306295098,3.02314008459816,"s2lam021_230718","HighVeg"
9.74586725882063,86.4914877868246,3.7626449543548,"s2lam021_230810","LowVeg"
0.234192037470726,98.2373967706151,1.52841119191421,"s2lam021_231110","LowVeg"
11.3575104141142,62.1538838519971,26.4886057338888,"s2lam021_231117","LowVeg"
1.63834209561071,69.4216896931165,28.9399682112728,"s2lam021_231125","LowVeg"
0.899347049402489,78.9454231859061,20.1552297646914,"s2lam022_230707","LowVeg"
0.17264767542237,92.8351214699716,6.99223085460599,"s2lam022_230714","LowVeg"
0.0870538490237533,98.6941922646437,1.21875388633255,"s2lam022_230726","LowVeg"
0.0740557886941496,99.9136015798568,0.0123426314490249,"s2lam022_230808","LowVeg"
0,98.7634475083467,1.23655249165327,"s2lam022_231010","LowVeg"
0.22241443222538,88.4962313110095,11.2813542567651,"s2lam022_231019","LowVeg"
2.09262010896483,97.8826151560178,0.0247647350173353,"s2lam022_231106","LowVeg"
5.21978021978022,94.7302697302697,0.04995004995005,"s2lam023_230712","LowVeg"
0.061751265900951,95.2945535383475,4.64369519575151,"s2lam023_230727","LowVeg"
14.6341463414634,78.640059127864,6.72579453067258,"s2lam023_230810","LowVeg"
3.8836133430728,88.5804723642562,7.53591429267105,"s2lam023_231010","LowVeg"
2.36511456023651,89.6772604089677,7.95762503079576,"s2lam023_231028","LowVeg"
22.7434170238824,62.106552357624,15.1500306184936,"s2lam023_231117","LowVeg"
6.3889912765696,80.4398574763485,13.171151247082,"s2lam024_230808","LowVeg"
4.71768202080238,85.1659237246161,10.1163942545815,"s2lam024_230822","LowVeg"
29.5675742269311,67.8206233830233,2.61180239004558,"s2lam025_230721","LowVeg"
41.3644744929318,54.1856177012907,4.4499078057775,"s2lam025_230815","LowVeg"
82.5318333539374,14.7484237853876,2.71974286067499,"s2lam025_231109","HighVeg"
8.01036781041718,91.6687237719082,0.320908417674648,"s2lam026_230605","LowVeg"
0.182459554798686,99.2823257511252,0.535214694076146,"s2lam026_230630","LowVeg"
4.56834090629989,91.3422571533833,4.08940194031684,"s2lam026_230705","LowVeg"
0.321742358618983,96.9434475931197,2.73481004826135,"s2lam026_230725","LowVeg"
3.09973045822102,63.6976231315854,33.2026464101936,"s2lam026_230807","LowVeg"
3.91511159897548,95.1213562629589,0.963532138065618,"s2lam026_230812","LowVeg"
2.91712437446601,18.5768338825827,78.5060417429513,"s2lam026_230822","Other"
3.94736842105263,95.0536062378168,0.999025341130604,"s2lam026_231010","LowVeg"
11.2159843098799,87.9749938710468,0.809021819073302,"s2lam026_231029","LowVeg"
21.1597401005272,69.2043643496384,9.6358955498345,"s2lam026_231117","LowVeg"
2.66617969320672,72.5225225225225,24.8112977842708,"s2lam026_231125","LowVeg"
7.93885601577909,86.5014792899408,5.55966469428008,"s2lam027_230705","LowVeg"
13.1468703794973,84.7708230655495,2.08230655495318,"s2lam027_230710","LowVeg"
0.135035600294623,72.4527375398969,27.4122268598085,"s2lam027_230807","LowVeg"
28.7843330459416,66.2520014780145,4.96366547604385,"s2lam027_231103","LowVeg"
37.2095912535719,50.0310597589763,12.7593489874519,"s2lam027_231115","LowVeg"
16.5805658056581,79.2004920049201,4.21894218942189,"s2lam027_231127","LowVeg"
0.748374432584959,82.6278984173721,16.6237271500429,"s2lam029_230714","LowVeg"
0.062142679592344,97.4397216007954,2.49813571961223,"s2lam029_230726","LowVeg"
3.3416149068323,96.6335403726708,0.0248447204968944,"s2lam029_230808","LowVeg"
0.811608460403345,82.6119035907526,16.5764879488441,"s2lam029_231010","LowVeg"
0,98.7080745341615,1.29192546583851,"s2lam029_231019","LowVeg"
3.63208131895376,95.140696665427,1.22722201561919,"s2lam029_231106","LowVeg"
0.333374490677861,78.441782936165,21.2248425731572,"s2lam029_231114","LowVeg"
0.812307692307692,95.4215384615385,3.76615384615385,"s2lam030_230704","LowVeg"
0.347050074367873,98.7357461576599,0.917203767972236,"s2lam030_230805","LowVeg"
0.172946263125386,94.0086473131563,5.81840642371834,"s2lam030_230811","LowVeg"
0.185620591510952,97.9705481994803,1.84383120900879,"s2lam030_230826","LowVeg"
0.0490376363859262,96.2118425891872,3.73911977442687,"s2lam030_231025","LowVeg"
